id,year,month_number,month,stream,site,order,family,genus,species,individuals,type
563,2014,T6,September,PC,PCU,Trichoptera,Hydropsychidae,Hydropsyche,,5,rural
564,2014,T6,September,PC,PCU,Trichoptera,Hydropsychidae,,,2,rural
565,2014,T6,September,PC,PCU,Plecoptera,Perlidae,,,1,rural
566,2014,T6,September,PC,PCU,Diptera,Tipulidae,,,2,rural
567,2014,T6,September,PC,PCU,Hemiptera,Veliidae,,,1,rural
1231,2015,T10,July,PC,PCU,Trichoptera,Glossosomatidae,Glossosoma,,1,rural
1232,2015,T10,July,PC,PCU,Diptera,Tipulidae,Hexatoma,,2,rural
1233,2015,T10,July,PC,PCU,Ephemeroptera,Heptageniidae,Stenacron,,2,rural
1234,2015,T10,July,PC,PCU,Plecoptera,Chloroperlidae,Sweltsa,,1,rural
1235,2015,T10,July,PC,PCU,Diptera,Chironomidae,,,1,rural
1236,2015,T11,August,PC,PCU,Diptera,Tipulidae,Hexatoma,,4,rural
1237,2015,T11,August,PC,PCU,Plecoptera,Leuctridae,Leuctra,,1,rural
1238,2015,T11,August,PC,PCU,Plecoptera,Perlidae,Neoperla,,1,rural
1239,2015,T11,August,PC,PCU,Ephemeroptera,Heptageniidae,Stenacron,,1,rural
1240,2015,T12,September,PC,PCU,Ephemeroptera,Ameletidae,Ameletus,,1,rural
1241,2015,T12,September,PC,PCU,Trichoptera,Philopotamidae,Dolophilodes,,1,rural
1242,2015,T12,September,PC,PCU,Diptera,Empididae,Hemerodromia,,1,rural
1243,2015,T12,September,PC,PCU,Diptera,Tipulidae,Hexatoma,,7,rural
1244,2015,T12,September,PC,PCU,Trichoptera,Hydropsychidae,Hydropsyche,,2,rural
1245,2015,T12,September,PC,PCU,Ephemeroptera,Heptageniidae,Maccaffertium,,7,rural
1246,2015,T12,September,PC,PCU,Coleoptera,Psephenidae,Psephenus,,1,rural
1247,2015,T12,September,PC,PCU,Hemiptera,Veliidae,Rhagovelia,,2,rural
1248,2015,T12,September,PC,PCU,Ephemeroptera,Heptageniidae,Stenacron,,7,rural
1249,2015,T12,September,PC,PCU,Coleoptera,Elmidae,Stenelmis,,1,rural
1250,2015,T12,September,PC,PCU,Diptera,Tipulidae,Tipula,,1,rural
1251,2015,T12,September,PC,PCU,Diptera,Chironomidae,,,1,rural
1252,2015,T7,April,PC,PCU,Diptera,Tipulidae,Hexatoma,,3,rural
1253,2015,T7,April,PC,PCU,Plecoptera,Perlodidae,Isoperla,,2,rural
1254,2015,T7,April,PC,PCU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,rural
1255,2015,T7,April,PC,PCU,Plecoptera,Chloroperlidae,Sweltsa,,1,rural
1256,2015,T7,April,PC,PCU,Diptera,Tipulidae,Tipula,,2,rural
1257,2015,T8,May,PC,PCU,Diptera,Tipulidae,Antocha,,1,rural
1258,2015,T8,May,PC,PCU,Plecoptera,Perlodidae,Clioperla,clio,1,rural
1259,2015,T8,May,PC,PCU,Ephemeroptera,Heptageniidae,Epeorus,,1,rural
1260,2015,T8,May,PC,PCU,Ephemeroptera,Ephemerellidae,Ephemerella,,2,rural
1261,2015,T8,May,PC,PCU,Ephemeroptera,Baetidae,Fallceon,,3,rural
1262,2015,T8,May,PC,PCU,Diptera,Tipulidae,Hexatoma,,13,rural
1263,2015,T8,May,PC,PCU,Plecoptera,Perlodidae,Isoperla,,7,rural
1264,2015,T8,May,PC,PCU,Plecoptera,Leuctridae,Paraleuctra,,1,rural
1265,2015,T8,May,PC,PCU,Coleoptera,Psephenidae,Psephenus,,1,rural
1266,2015,T8,May,PC,PCU,Diptera,Tipulidae,Tipula,,1,rural
1267,2015,T8,May,PC,PCU,Diptera,Chironomidae,,,4,rural
1268,2015,T9,June,PC,PCU,Ephemeroptera,Baetidae,Baetis,,1,rural
1269,2015,T9,June,PC,PCU,Trichoptera,Hydropsychidae,Hydropsyche,,2,rural
1270,2015,T9,June,PC,PCU,Trichoptera,Philopotamidae,Dolophilodes,,1,rural
1271,2015,T9,June,PC,PCU,Diptera,Simuliidae,Ectemnia,,2,rural
1272,2015,T9,June,PC,PCU,Ephemeroptera,Heptageniidae,Epeorus,,1,rural
1273,2015,T9,June,PC,PCU,Diptera,Tipulidae,Hexatoma,,16,rural
1274,2015,T9,June,PC,PCU,Ephemeroptera,Isonychiidae,Isonychia,,1,rural
1275,2015,T9,June,PC,PCU,Ephemeroptera,Heptageniidae,Maccaffertium,,2,rural
1276,2015,T9,June,PC,PCU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,15,rural
1277,2015,T9,June,PC,PCU,Coleoptera,Psephenidae,Psephenus,,7,rural
1278,2015,T9,June,PC,PCU,Ephemeroptera,Heptageniidae,Stenacron,,5,rural
1279,2015,T9,June,PC,PCU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,17,rural
1280,2015,T9,June,PC,PCU,Plecoptera,Chloroperlidae,Sweltsa,,13,rural
1281,2015,T9,June,PC,PCU,Diptera,Chironomidae,,,2,rural
568,2014,T1,April,PT,PTD,Trichoptera,Hydropsychidae,,,1,urban
569,2014,T2,May,PT,PTD,Diptera,Tipulidae,Tipula,,1,urban
570,2014,T2,May,PT,PTD,Diptera,Chironomidae,,,1,urban
571,2014,T3,June,PT,PTD,Diptera,Chironomidae,,,14,urban
572,2014,T4,July,PT,PTD,Diptera,Tipulidae,Limonia,,1,urban
573,2014,T4,July,PT,PTD,Diptera,Tipulidae,Tipula,,3,urban
574,2014,T4,July,PT,PTD,Coleoptera,Dytiscidae,,,1,urban
575,2014,T6,September,PT,PTD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
576,2014,T6,September,PT,PTD,Ephemeroptera,Heptageniidae,Maccaffertium,,1,urban
1282,2015,T10,July,PT,PTD,Plecoptera,Perlidae,Acroneuria,,3,urban
1283,2015,T10,July,PT,PTD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
1284,2015,T10,July,PT,PTD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
1285,2015,T10,July,PT,PTD,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,2,urban
1286,2015,T10,July,PT,PTD,Plecoptera,Chloroperlidae,Sweltsa,,1,urban
1287,2015,T10,July,PT,PTD,Diptera,Chironomidae,,,1,urban
1288,2015,T11,August,PT,PTD,Trichoptera,Philopotamidae,Chimarra,,1,urban
1289,2015,T11,August,PT,PTD,Trichoptera,Hydropsychidae,Hydropsyche,,2,urban
1290,2015,T11,August,PT,PTD,Megaloptera,Corydalidae,Nigronia,serricornis,1,urban
1291,2015,T12,September,PT,PTD,Trichoptera,Hydropsychidae,Hydropsyche,,2,urban
1292,2015,T12,September,PT,PTD,Trichoptera,Hydropsychidae,Hydropsyche,,14,urban
1293,2015,T12,September,PT,PTD,Diptera,Tipulidae,Tipula,,6,urban
1294,2015,T12,September,PT,PTD,Diptera,Chironomidae,,,4,urban
1295,2015,T8,May,PT,PTD,Trichoptera,Philopotamidae,Dolophilodes,,1,urban
1296,2015,T8,May,PT,PTD,Coleoptera,Elmidae,Stenelmis,,1,urban
1297,2015,T8,May,PT,PTD,Ephemeroptera,Baetidae,,,2,urban
1298,2015,T8,May,PT,PTD,Diptera,Chironomidae,,,8,urban
577,2014,T1,April,PT,PTU,Diptera,Tipulidae,Hexatoma,,2,rural
578,2014,T1,April,PT,PTU,Ephemeroptera,Baetidae,,,1,rural
579,2014,T1,April,PT,PTU,Diptera,Ceratopogonidae,,,2,rural
580,2014,T1,April,PT,PTU,Diptera,Chironomidae,,,2,rural
581,2014,T1,April,PT,PTU,Diptera,Chironomidae,,,1,rural
582,2014,T1,April,PT,PTU,Plecoptera,Chloroperlidae,,,17,rural
583,2014,T1,April,PT,PTU,Plecoptera,Chloroperlidae,,,1,rural
584,2014,T1,April,PT,PTU,Ephemeroptera,Ephemerellidae,,,6,rural
585,2014,T1,April,PT,PTU,Ephemeroptera,Ephemerellidae,,,2,rural
586,2014,T1,April,PT,PTU,Ephemeroptera,Heptageniidae,,,3,rural
587,2014,T1,April,PT,PTU,Ephemeroptera,Heptageniidae,,,11,rural
588,2014,T1,April,PT,PTU,Trichoptera,Hydropsychidae,,,8,rural
589,2014,T1,April,PT,PTU,Plecoptera,Perlidae,,,1,rural
590,2014,T1,April,PT,PTU,Plecoptera,Perlodidae,,,6,rural
591,2014,T1,April,PT,PTU,Trichoptera,Philopotamidae,,,2,rural
592,2014,T1,April,PT,PTU,Diptera,Simuliidae,,,7,rural
593,2014,T1,April,PT,PTU,Diptera,Simuliidae,,,9,rural
594,2014,T1,April,PT,PTU,Plecoptera,Taeniopterygidae,,,4,rural
595,2014,T1,April,PT,PTU,Plecoptera,Taeniopterygidae,,,2,rural
596,2014,T1,April,PT,PTU,Trichoptera,Uenoidae,,,2,rural
597,2014,T2,May,PT,PTU,Plecoptera,Perlidae,Acroneuria,,1,rural
598,2014,T2,May,PT,PTU,Ephemeroptera,Baetidae,Baetis,,1,rural
599,2014,T2,May,PT,PTU,Ephemeroptera,Heptageniidae,Epeorus,,2,rural
600,2014,T2,May,PT,PTU,Ephemeroptera,Heptageniidae,Epeorus,,3,rural
601,2014,T2,May,PT,PTU,Ephemeroptera,Heptageniidae,Epeorus,,3,rural
602,2014,T2,May,PT,PTU,Ephemeroptera,Ephemerellidae,Ephemerella,,8,rural
603,2014,T2,May,PT,PTU,Diptera,Tipulidae,Hexatoma,,2,rural
604,2014,T2,May,PT,PTU,Diptera,Tipulidae,Hexatoma,,3,rural
605,2014,T2,May,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,2,rural
606,2014,T2,May,PT,PTU,Plecoptera,Perlodidae,Isoperla,,7,rural
607,2014,T2,May,PT,PTU,Plecoptera,Perlodidae,Isoperla,,6,rural
608,2014,T2,May,PT,PTU,Trichoptera,Uenoidae,Neophylax,,1,rural
609,2014,T2,May,PT,PTU,Ephemeroptera,Heptageniidae,Nixe,,2,rural
610,2014,T2,May,PT,PTU,Plecoptera,Taeniopterygidae,Oemopteryx,,3,rural
611,2014,T2,May,PT,PTU,Ephemeroptera,Heptageniidae,Stenacron,,1,rural
612,2014,T2,May,PT,PTU,Plecoptera,Chloroperlidae,Sweltsa,,13,rural
613,2014,T2,May,PT,PTU,Plecoptera,Chloroperlidae,Sweltsa,,1,rural
614,2014,T2,May,PT,PTU,Diptera,Chironomidae,,,3,rural
615,2014,T2,May,PT,PTU,Plecoptera,Chloroperlidae,,,4,rural
616,2014,T2,May,PT,PTU,Ephemeroptera,Ephemerellidae,,,5,rural
617,2014,T2,May,PT,PTU,Trichoptera,Hydropsychidae,,,3,rural
618,2014,T2,May,PT,PTU,Ephemeroptera,Leptophlebiidae,,,1,rural
619,2014,T2,May,PT,PTU,Plecoptera,Perlidae,,,3,rural
620,2014,T2,May,PT,PTU,Plecoptera,Perlodidae,,,3,rural
621,2014,T2,May,PT,PTU,Diptera,Simuliidae,,,1,rural
622,2014,T2,May,PT,PTU,Trichoptera,Uenoidae,,,3,rural
623,2014,T3,June,PT,PTU,Trichoptera,Philopotamidae,Dolophilodes,,1,rural
624,2014,T3,June,PT,PTU,Ephemeroptera,Heptageniidae,Epeorus,,1,rural
625,2014,T3,June,PT,PTU,Ephemeroptera,Ephemerellidae,Eurylophella,,1,rural
626,2014,T3,June,PT,PTU,Diptera,Tipulidae,Hexatoma,,3,rural
627,2014,T3,June,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,3,rural
628,2014,T3,June,PT,PTU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,13,rural
629,2014,T3,June,PT,PTU,Ephemeroptera,Heptageniidae,Stenacron,,4,rural
630,2014,T3,June,PT,PTU,Plecoptera,Chloroperlidae,,,8,rural
631,2014,T3,June,PT,PTU,Coleoptera,Dytiscidae,,,1,rural
632,2014,T3,June,PT,PTU,Ephemeroptera,Ephemerellidae,,,1,rural
633,2014,T3,June,PT,PTU,Ephemeroptera,Heptageniidae,,,2,rural
634,2014,T3,June,PT,PTU,Trichoptera,Hydropsychidae,,,1,rural
635,2014,T3,June,PT,PTU,Ephemeroptera,Leptophlebiidae,,,3,rural
636,2014,T3,June,PT,PTU,Plecoptera,Perlodidae,,,3,rural
637,2014,T3,June,PT,PTU,Trichoptera,Philopotamidae,,,1,rural
638,2014,T3,June,PT,PTU,Diptera,Tipulidae,,,2,rural
639,2014,T4,July,PT,PTU,Diptera,Tipulidae,Hexatoma,,1,rural
640,2014,T4,July,PT,PTU,Megaloptera,Corydalidae,Nigronia,serricornis,2,rural
641,2014,T4,July,PT,PTU,Ephemeroptera,Heptageniidae,Stenacron,,14,rural
642,2014,T4,July,PT,PTU,Ephemeroptera,Heptageniidae,Stenacron,,2,rural
643,2014,T4,July,PT,PTU,Megaloptera,Corydalidae,,,2,rural
644,2014,T4,July,PT,PTU,Coleoptera,Dytiscidae,,,1,rural
645,2014,T4,July,PT,PTU,Odonata,Gomphidae,,,1,rural
646,2014,T4,July,PT,PTU,Ephemeroptera,Heptageniidae,,,4,rural
647,2014,T4,July,PT,PTU,Trichoptera,Hydropsychidae,,,1,rural
648,2014,T4,July,PT,PTU,Plecoptera,Perlidae,,,3,rural
649,2014,T4,July,PT,PTU,Diptera,Tipulidae,,,2,rural
650,2014,T5,August,PT,PTU,Plecoptera,Perlidae,Acroneuria,,1,rural
651,2014,T5,August,PT,PTU,Diptera,Tipulidae,Hexatoma,,1,rural
652,2014,T5,August,PT,PTU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,rural
653,2014,T5,August,PT,PTU,Hemiptera,Veliidae,Microvelia,,2,rural
654,2014,T5,August,PT,PTU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,1,rural
655,2014,T5,August,PT,PTU,Plecoptera,Chloroperlidae,Sweltsa,,2,rural
656,2014,T5,August,PT,PTU,Plecoptera,Perlidae,,,1,rural
657,2014,T5,August,PT,PTU,Diptera,Tipulidae,,,1,rural
658,2014,T6,September,PT,PTU,Plecoptera,Perlidae,Acroneuria,,1,rural
659,2014,T6,September,PT,PTU,Plecoptera,Perlidae,Acroneuria,,1,rural
660,2014,T6,September,PT,PTU,Ephemeroptera,Baetidae,Baetis,,1,rural
661,2014,T6,September,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
662,2014,T6,September,PT,PTU,Trichoptera,Philopotamidae,Dolophilodes,,1,rural
663,2014,T6,September,PT,PTU,Diptera,Tipulidae,Hexatoma,,3,rural
664,2014,T6,September,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,6,rural
665,2014,T6,September,PT,PTU,Ephemeroptera,Isonychiidae,Isonychia,,1,rural
666,2014,T6,September,PT,PTU,Hemiptera,Veliidae,Microvelia,,1,rural
667,2014,T6,September,PT,PTU,Plecoptera,Chloroperlidae,Sweltsa,,1,rural
668,2014,T6,September,PT,PTU,Ephemeroptera,Heptageniidae,,,1,rural
669,2014,T6,September,PT,PTU,Ephemeroptera,Heptageniidae,,,2,rural
670,2014,T6,September,PT,PTU,Trichoptera,Hydropsychidae,,,2,rural
671,2014,T6,September,PT,PTU,Plecoptera,Perlidae,,,1,rural
672,2014,T6,September,PT,PTU,Diptera,Tipulidae,,,1,rural
1299,2015,T11,August,PT,PTU,Plecoptera,Perlidae,Acroneuria,,4,rural
1300,2015,T11,August,PT,PTU,Diptera,Tipulidae,Hexatoma,,2,rural
1301,2015,T11,August,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
1302,2015,T11,August,PT,PTU,Ephemeroptera,Isonychiidae,Isonychia,,1,rural
1303,2015,T11,August,PT,PTU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,rural
1304,2015,T12,September,PT,PTU,Ephemeroptera,Ephemerellidae,Ephemerella,,1,rural
1305,2015,T12,September,PT,PTU,Coleoptera,Hydrophilidae,Helocombus,bifidus,1,rural
1306,2015,T12,September,PT,PTU,Ephemeroptera,Heptageniidae,Maccaffertium,,2,rural
1307,2015,T12,September,PT,PTU,Ephemeroptera,Heptageniidae,Stenacron,,1,rural
1308,2015,T7,April,PT,PTU,Plecoptera,Perlidae,Acroneuria,,5,rural
1309,2015,T7,April,PT,PTU,Ephemeroptera,Heptageniidae,Epeorus,,1,rural
1310,2015,T7,April,PT,PTU,Ephemeroptera,Ephemerellidae,Ephemerella,,1,rural
1311,2015,T7,April,PT,PTU,Diptera,Tipulidae,Hexatoma,,5,rural
1312,2015,T7,April,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,2,rural
1313,2015,T7,April,PT,PTU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,rural
1314,2015,T7,April,PT,PTU,Plecoptera,Taeniopterygidae,Oemopteryx,,1,rural
1315,2015,T7,April,PT,PTU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,5,rural
1316,2015,T7,April,PT,PTU,Plecoptera,Chloroperlidae,Sweltsa,,4,rural
1317,2015,T7,April,PT,PTU,Diptera,Tipulidae,Tipula,,1,rural
1318,2015,T8,May,PT,PTU,Plecoptera,Perlidae,Acroneuria,,1,rural
1319,2015,T8,May,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
1320,2015,T8,May,PT,PTU,Ephemeroptera,Ephemerellidae,Ephemerella,,6,rural
1321,2015,T8,May,PT,PTU,Diptera,Tipulidae,Hexatoma,,1,rural
1322,2015,T8,May,PT,PTU,Trichoptera,Hydropsychidae,Hydropsyche,,3,rural
1323,2015,T8,May,PT,PTU,Plecoptera,Perlodidae,Isoperla,,13,rural
1324,2015,T8,May,PT,PTU,Ephemeroptera,Heptageniidae,Leucrocuta,,5,rural
1325,2015,T8,May,PT,PTU,Ephemeroptera,Heptageniidae,Maccaffertium,,4,rural
1326,2015,T8,May,PT,PTU,Megaloptera,Corydalidae,Nigronia,serricornis,1,rural
1327,2015,T8,May,PT,PTU,Plecoptera,Leuctridae,Paraleuctra,,1,rural
1328,2015,T8,May,PT,PTU,Ephemeroptera,Heptageniidae,Stenacron,,3,rural
1329,2015,T8,May,PT,PTU,Plecoptera,Chloroperlidae,Sweltsa,,8,rural
1330,2015,T8,May,PT,PTU,Diptera,Chironomidae,,,4,rural
1331,2015,T9,June,PT,PTU,Plecoptera,Perlidae,Acroneuria,,9,rural
1332,2015,T9,June,PT,PTU,Diptera,Tipulidae,Hexatoma,,1,rural
1333,2015,T9,June,PT,PTU,Odonata,Gomphidae,Lanthus,,1,rural
1334,2015,T9,June,PT,PTU,Diptera,Chironomidae,,,1,rural
673,2014,T1,April,TB,TBD,Ephemeroptera,Ephemerellidae,,,3,ref_down
674,2014,T1,April,TB,TBD,Ephemeroptera,Heptageniidae,,,2,ref_down
675,2014,T1,April,TB,TBD,Plecoptera,Taeniopterygidae,,,1,ref_down
676,2014,T1,April,TB,TBD,Plecoptera,Taeniopterygidae,,,13,ref_down
677,2014,T1,April,TB,TBD,Trichoptera,Uenoidae,,,1,ref_down
678,2014,T2,May,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
679,2014,T2,May,TB,TBD,Ephemeroptera,Ephemerellidae,Ephemerella,,4,ref_down
680,2014,T2,May,TB,TBD,Diptera,Tipulidae,Hexatoma,,3,ref_down
681,2014,T2,May,TB,TBD,Plecoptera,Perlodidae,Isoperla,,5,ref_down
682,2014,T2,May,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,1,ref_down
683,2014,T2,May,TB,TBD,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_down
684,2014,T2,May,TB,TBD,Ephemeroptera,Baetidae,,,1,ref_down
685,2014,T2,May,TB,TBD,Diptera,Chironomidae,,,1,ref_down
686,2014,T2,May,TB,TBD,Plecoptera,Chloroperlidae,,,1,ref_down
687,2014,T2,May,TB,TBD,Coleoptera,Elmidae,,,1,ref_down
688,2014,T2,May,TB,TBD,Ephemeroptera,Ephemerellidae,,,2,ref_down
689,2014,T2,May,TB,TBD,Ephemeroptera,Heptageniidae,,,1,ref_down
690,2014,T2,May,TB,TBD,Trichoptera,Hydropsychidae,,,1,ref_down
691,2014,T2,May,TB,TBD,Ephemeroptera,Leptophlebiidae,,,1,ref_down
692,2014,T2,May,TB,TBD,Diptera,Tipulidae,,,2,ref_down
693,2014,T3,June,TB,TBD,Diptera,Athericidae,Atherix,,1,ref_down
694,2014,T3,June,TB,TBD,Ephemeroptera,Baetidae,Baetis,,1,ref_down
695,2014,T3,June,TB,TBD,Diptera,Tipulidae,Hexatoma,,5,ref_down
696,2014,T3,June,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_down
697,2014,T3,June,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
698,2014,T3,June,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
699,2014,T3,June,TB,TBD,Ephemeroptera,Heptageniidae,Stenacron,,5,ref_down
700,2014,T3,June,TB,TBD,Plecoptera,Chloroperlidae,Sweltsa,,4,ref_down
701,2014,T3,June,TB,TBD,Plecoptera,Chloroperlidae,,,2,ref_down
702,2014,T3,June,TB,TBD,Ephemeroptera,Heptageniidae,,,1,ref_down
703,2014,T3,June,TB,TBD,Trichoptera,Hydropsychidae,,,1,ref_down
704,2014,T3,June,TB,TBD,Ephemeroptera,Leptophlebiidae,,,1,ref_down
705,2014,T3,June,TB,TBD,Diptera,Tipulidae,,,3,ref_down
706,2014,T4,July,TB,TBD,Diptera,Tipulidae,Hexatoma,,1,ref_down
707,2014,T4,July,TB,TBD,Diptera,Tipulidae,Hexatoma,,3,ref_down
708,2014,T4,July,TB,TBD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
709,2014,T4,July,TB,TBD,Coleoptera,Psephenidae,Psephenus,,2,ref_down
710,2014,T4,July,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,3,ref_down
711,2014,T4,July,TB,TBD,Odonata,Aeshnidae,,,1,ref_down
712,2014,T4,July,TB,TBD,Coleoptera,Dytiscidae,,,1,ref_down
713,2014,T4,July,TB,TBD,Ephemeroptera,Heptageniidae,,,3,ref_down
714,2014,T4,July,TB,TBD,Trichoptera,Hydropsychidae,,,1,ref_down
715,2014,T4,July,TB,TBD,Coleoptera,Psephenidae,,,2,ref_down
716,2014,T4,July,TB,TBD,Diptera,Tipulidae,,,3,ref_down
717,2014,T4,July,TB,TBD,Trichoptera,Uenoidae,,,1,ref_down
718,2014,T5,August,TB,TBD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
719,2014,T5,August,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_down
720,2014,T5,August,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_down
721,2014,T5,August,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
722,2014,T5,August,TB,TBD,Ephemeroptera,Heptageniidae,Leucrocuta,,1,ref_down
723,2014,T5,August,TB,TBD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
724,2014,T5,August,TB,TBD,Coleoptera,Psephenidae,Psephenus,,2,ref_down
725,2014,T5,August,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,3,ref_down
726,2014,T5,August,TB,TBD,Coleoptera,Elmidae,Stenelmis,,1,ref_down
727,2014,T5,August,TB,TBD,Odonata,Aeshnidae,,,1,ref_down
728,2014,T5,August,TB,TBD,Megaloptera,Corydalidae,,,1,ref_down
729,2014,T5,August,TB,TBD,Coleoptera,Haliplidae,,,1,ref_down
730,2014,T5,August,TB,TBD,Ephemeroptera,Heptageniidae,,,2,ref_down
731,2014,T5,August,TB,TBD,Plecoptera,Perlidae,,,1,ref_down
732,2014,T5,August,TB,TBD,Coleoptera,Psephenidae,,,2,ref_down
733,2014,T5,August,TB,TBD,Diptera,Tipulidae,,,2,ref_down
734,2014,T5,August,TB,TBD,Hemiptera,Veliidae,,,1,ref_down
735,2014,T6,September,TB,TBD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
736,2014,T6,September,TB,TBD,Plecoptera,Perlidae,Agnetina,,1,ref_down
737,2014,T6,September,TB,TBD,Diptera,Tipulidae,Hexatoma,,6,ref_down
738,2014,T6,September,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,11,ref_down
739,2014,T6,September,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,16,ref_down
740,2014,T6,September,TB,TBD,Ephemeroptera,Isonychiidae,Isonychia,,3,ref_down
741,2014,T6,September,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,11,ref_down
742,2014,T6,September,TB,TBD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
743,2014,T6,September,TB,TBD,Coleoptera,Psephenidae,Psephenus,,3,ref_down
744,2014,T6,September,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,6,ref_down
745,2014,T6,September,TB,TBD,Coleoptera,Elmidae,Stenelmis,,1,ref_down
746,2014,T6,September,TB,TBD,Coleoptera,Dytiscidae,,,1,ref_down
747,2014,T6,September,TB,TBD,Odonata,Gomphidae,,,1,ref_down
748,2014,T6,September,TB,TBD,Ephemeroptera,Heptageniidae,,,3,ref_down
749,2014,T6,September,TB,TBD,Trichoptera,Hydropsychidae,,,3,ref_down
750,2014,T6,September,TB,TBD,Plecoptera,Perlidae,,,1,ref_down
751,2014,T6,September,TB,TBD,Coleoptera,Psephenidae,,,2,ref_down
752,2014,T6,September,TB,TBD,Diptera,Tipulidae,,,3,ref_down
753,2014,T6,September,TB,TBD,Hemiptera,Veliidae,,,1,ref_down
1335,2015,T10,July,TB,TBD,Plecoptera,Perlidae,Agnetina,,2,ref_down
1336,2015,T10,July,TB,TBD,Ephemeroptera,Ameletidae,Ameletus,,1,ref_down
1337,2015,T10,July,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_down
1338,2015,T10,July,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
1339,2015,T10,July,TB,TBD,Trichoptera,Glossosomatidae,Glossosoma,,2,ref_down
1340,2015,T10,July,TB,TBD,Diptera,Tipulidae,Hexatoma,,6,ref_down
1341,2015,T10,July,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_down
1342,2015,T10,July,TB,TBD,Coleoptera,Psephenidae,Psephenus,,6,ref_down
1343,2015,T10,July,TB,TBD,Ephemeroptera,Heptageniidae,Stenacron,,1,ref_down
1344,2015,T10,July,TB,TBD,Coleoptera,Elmidae,Stenelmis,,9,ref_down
1345,2015,T10,July,TB,TBD,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,2,ref_down
1346,2015,T11,August,TB,TBD,Plecoptera,Perlidae,Agnetina,,3,ref_down
1347,2015,T11,August,TB,TBD,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_down
1348,2015,T11,August,TB,TBD,Odonata,Gomphidae,Erpetogomphus,,1,ref_down
1349,2015,T11,August,TB,TBD,Diptera,Tipulidae,Hexatoma,,2,ref_down
1350,2015,T11,August,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_down
1351,2015,T11,August,TB,TBD,Ephemeroptera,Heptageniidae,Maccaffertium,,6,ref_down
1352,2015,T11,August,TB,TBD,Coleoptera,Psephenidae,Psephenus,,7,ref_down
1353,2015,T11,August,TB,TBD,Hemiptera,Veliidae,Rhagovelia,,1,ref_down
1354,2015,T12,September,TB,TBD,Plecoptera,Perlidae,Agnetina,,1,ref_down
1355,2015,T12,September,TB,TBD,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_down
1356,2015,T12,September,TB,TBD,Ephemeroptera,Ephemerellidae,Ephemerella,,1,ref_down
1357,2015,T12,September,TB,TBD,Odonata,Gomphidae,Erpetogomphus,,3,ref_down
